project_name,description,issued_date,housing_units,number_of_floors,original_address_1,original_zip,council_district,completed_date,link,clean_address,clean_address_2,city,state,country,"gl(n(), chunk_size, length = n())"
800 MORNING MOON CIR,Burbank-F-R-New 2 - story single-family residence attached garage covered porches covered entry porch and covered rear patio w/above balcony.  *PRODUCTION BUILDER*,2019-01-03,1,2,800 MORNING MOON CIR,78732,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12110155,800 MORNING MOON CIR,NA,Austin,Texas,United States,2
12511 CEDAR ST,New 2 story SF res -Front Covered Porch Foyer Stairwell Great Rm Rear attached Covered Patio Dining Rm Kitchen Powder Rm Mud Rm Laundry Rm 2-car Garage; 2nd FL -Stairwell Loft Bedrm #3 Bathroom #2 Bedrm #2 Master Bedroom Covered Balcony Master Bathroom & Master Walk-in Closet,2018-11-02,1,2,12511 CEDAR ST,78732,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12078314,12511 CEDAR STREET,NA,Austin,Texas,United States,2
704 SCREECH OWL DR *VOLUME BUILDER*,2495FJR NEW SINGLE FAMILY TWO STORY HOME WITH ATTACHED GARAGE AND COVERED PATIO,2018-11-19,1,2,704 SCREECH OWL DR,78660,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12083167,704 SCREECH OWL DRIVE,NA,Austin,Texas,United States,2
9302 BAYSHORE BND,New 2-story Condominium Residence with attached garage covered porch and patio.  *CONDOMINIUM RESIDENCE*,2018-12-05,1,2,9302 BAYSHORE BND,78726,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12049134,9302 BAYSHORE BND,NA,Austin,Texas,United States,2
702 N COMMONS FORD RD,"New two story SFR with 4 car attached garage.
4 bed/6 bath",2018-12-03,1,2,702 N COMMONS FORD RD,78733,NA,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11971752,702 NORTH COMMONS FORD ROAD,NA,Austin,Texas,United States,2
1006 LORRAIN ST,New 2 story SFR with habitable attic exemptions and attached carport 4 beds/3.5 bath,2018-11-28,1,2,1006 LORRAIN ST,78703,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11900242,1006 LORRAIN STREET,NA,Austin,Texas,United States,2
16517 SUMMERY ST,New 2-story single-family residence covered entry porch and patio *VOLUME BUILDER*,2018-11-15,1,2,16517 SUMMERY ST,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12085565,16517 SUMMERY STREET,NA,Austin,Texas,United States,2
4211 PREVAIL LN,New Construction of Multi Family 2 units with Attached Garage,2018-11-26,2,4,4211 PREVAIL LN,78731,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12089041,4211 PREVAIL LANE,NA,Austin,Texas,United States,2
9300 MARGARET JEWEL LN,New 2-story single family residence attached garage covered porch and patio.,2018-10-26,1,2,9300 MARGARET JEWEL LN,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12070560,9300 MARGARET JEWEL LANE,NA,Austin,Texas,United States,2
4526 UNITY CIR,*Smart housing* Green building* 3 unit building: New construction single family residential attached condominium 3-story 3 bedroom 3.5 bath with attached 2-car garage covered front porch and covered 3rd story balcony. Unit 266,2018-10-02,1,3,4526 UNITY CIR,78731,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12042056,4526 UNITY CIR,NA,Austin,Texas,United States,2
13005 FORESTON DR,2281- VOYAGER1DL,2018-09-28,1,2,13005 FORESTON DR,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12042289,13005 FORESTON DRIVE,NA,Austin,Texas,United States,2
1402 S 5TH ST,"Expedited Review: New 2/2 1 story secondary apt
12/28/18 DD Admin. Hold placed due to site non compliance with the Tree Permit issued.
Out standing re inspection fee is owed for ECV 2018- 188027 issued in October.
1/15/20 DD Admin. Hold remains in place until all Tree Compliance issues have been resolved.
1/5/20 DD New ECV Written for paint / stain impacts to the Heritage Trees in the backyard.  contact douglas.dear@austin.gov",2018-10-25,1,1,1402 S 5TH ST,78704,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12073365,1402 SOUTH 5TH STREET,NA,Austin,Texas,United States,2
4326 ATTRA ST,4326 Attra Street. New 3-story single-family Row House in a 4 unit structure attached garage *SMART HOUSING* 62.5% FEES WAIVED*,2018-09-28,1,3,4326 ATTRA ST,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12042090,4326 ATTRA STREET,NA,Austin,Texas,United States,2
1402 S 5TH ST,"Expedited Review: New 5/4 2 story Res with attached garage
12/28/18 DD Admin. Hold placed due to site non compliance with the Tree Permit issued.
Out standing re inspection fee is owed for ECV 2018- 188027 issued in October.",2018-10-25,1,2,1402 S 5TH ST,78704,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12073364,1402 SOUTH 5TH STREET,NA,Austin,Texas,United States,2
7600 WILLIAMSON CREEK DR,New Single Wide Manufactured Home,2018-09-04,1,1,7600 WILLIAMSON CREEK DR,78736,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12023558,7600 WILLIAMSON CREEK DRIVE,NA,Austin,Texas,United States,2
1825 BITTER CREEK DR,New manufactured home.,2018-09-12,1,1,1825 BITTER CREEK DR,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12031748,1825 BITTER CREEK DRIVE,NA,Austin,Texas,United States,2
1313 WOOTEN DR,New construction secondary apartment 2-story 2 bedroom 2 bath with covered front porch.,2018-09-21,1,2,1313 WOOTEN DR,78757,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11843366,1313 WOOTEN DRIVE,NA,Austin,Texas,United States,2
9309 MARGARET JEWEL LN,New 1-story single-family residence attached garage covered entry porch and patio.  *PRODUCTION BUILDER*,2018-09-04,1,1,9309 MARGARET JEWEL LN,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12023851,9309 MARGARET JEWEL LANE,NA,Austin,Texas,United States,2
2017 THRASHER LN,Relocated 1 story SF res: Front Covered Porch Living Room Dining Room Kitchen Utility Room Rear attached Uncovered Wood Deck Bedroom #3 Bathroom Bedroom #2 Master Bedroom & Master Bathroom.,2018-08-17,1,1,2017 THRASHER LN,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12006651,2017 THRASHER LANE,NA,Austin,Texas,United States,2
810 THERESA AVE,Secondary dwelling unit,2018-07-30,1,2,810 THERESA AVE,78703,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11991578,810 THERESA AVE,NA,Austin,Texas,United States,2
812 THERESA AVE,Secondary Dwelling,2018-07-30,1,2,812 THERESA AVE,78703,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11991055,812 THERESA AVE,NA,Austin,Texas,United States,2
3218 SMOKY RIDGE,New SFR with attached two car garage 3 bed/2.5 bath,2018-07-31,1,1,3218 SMOKY RIDGE,78730,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11993706,3218 SMOKY RIDGE,NA,Austin,Texas,United States,2
812 THERESA AVE,SF residence,2018-07-30,1,2,812 THERESA AVE,78703,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11991054,812 THERESA AVE,NA,Austin,Texas,United States,2
810 THERESA AVE,SF residence with 3 bedrooms attached garage,2018-07-30,1,2,810 THERESA AVE,78703,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11991577,810 THERESA AVE,NA,Austin,Texas,United States,2
16508 SUMMERY ST,New 2-story single-family residence covered entry porch and patio *VOLUME BUILDER*,2018-07-24,1,2,16508 SUMMERY ST,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11989976,16508 SUMMERY STREET,NA,Austin,Texas,United States,2
7401 SPRING RAY DR,New 1-story single-family residence attached garage covered porch and patio.  *PRODUCTION BUILDER *,2018-07-17,1,1,7401 SPRING RAY DR,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11984669,7401 SPRING RAY DRIVE,NA,Austin,Texas,United States,2
1705 E 38TH ST,*Partial Demo.* 1st and 2nd story 2083.28 sqft addition to existing 1-story SFR. Interior remodel the existing SFR to become proposed duplex residence.,2018-07-16,2,2,1705 E 38TH ST,78722,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11836825,1705 EAST 38TH STREET,NA,Austin,Texas,United States,2
16512 SUMMERY ST,New 2-story single-family residence covered entry porch and patio *VOLUME BUILDER*,2018-07-24,1,2,16512 SUMMERY ST,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11990010,16512 SUMMERY STREET,NA,Austin,Texas,United States,2
6116 BELGRAVE DR,New 2-story single-family residence attached garage entry porch and covered rear patio.  *PRODUCTION BUILDER*,2018-07-06,1,2,6116 BELGRAVE DR,78747,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11977326,6116 BELGRAVE DRIVE,NA,Austin,Texas,United States,2
16520 SUMMERY ST,New 1-story single-family residence covered entry porch and patio *PRODUCTION BUILDER*,2018-07-24,1,1,16520 SUMMERY ST,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11989924,16520 SUMMERY STREET,NA,Austin,Texas,United States,2
15416 SUMMER RAY DR,New 2-story single-family residence attached garage covered porch and patio.  *PRODUCTION BUILDER *,2018-07-19,1,2,15416 SUMMER RAY DR,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11986839,15416 SUMMER RAY DRIVE,NA,Austin,Texas,United States,2
10309 LAURIE LN,"New 2-story single-family residence attached garage covered entry porch and patio.
*VOLUME BUILDER",2018-07-17,1,1,10309 LAURIE LN,78747,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11982447,10309 LAURIE LANE,NA,Austin,Texas,United States,2
3220 SMOKY RIDGE,New SFR with basement and attached garage. 4 bed/4.5 bath,2018-07-18,1,2,3220 SMOKY RIDGE,78730,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11984681,3220 SMOKY RIDGE,NA,Austin,Texas,United States,2
16516 SUMMERY ST,New 2-story single-family residence covered entry porch and patio *VOLUME BUILDER*,2018-07-24,1,2,16516 SUMMERY ST,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11990026,16516 SUMMERY STREET,NA,Austin,Texas,United States,2
2810 OAK SPRINGS DR,New secondary dweling unit.  2 bedroom 2.5 baths 1 car garage.,2018-06-22,1,2,2810 OAK SPRINGS DR,78702,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11900262,2810 OAK SPRINGS DRIVE,NA,Austin,Texas,United States,2
1618 PALMA PLZ,New Construction of Multi-Family Bldg,2018-06-04,4,3,1618 PALMA PLZ,78703,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11911725,1618 PALMA PLZ,NA,Austin,Texas,United States,2
913 SOLITUDE DR,New 2-story single-family residence attached garage covered entry porch and patio.  *PRODUCTION BUILDER*,2018-06-05,1,2,913 SOLITUDE DR,78660,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11957085,913 SOLITUDE DRIVE,NA,Austin,Texas,United States,2
2704 ZACH SCOTT ST,New 2-story single-family house with a side zero-lot line  attached garage covered front porch and rear patio.  *SMART -PRODUCTION BUILDER*FEES WAIVED at 62.5 %*,2018-05-16,1,2,2704 ZACH SCOTT ST,78723,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11945543,2704 ZACH SCOTT STREET,NA,Austin,Texas,United States,2
6105 STEEP CACTUS TRL Unit A,UNIT # 48 - New 2-story duplex condominium Residence with attached garage covered porch and deck.  *2 UNITS* *CONDOMINIUM-DUPLEX RESIDENCE*,2018-05-03,1,2,6105 STEEP CACTUS TRL UNIT A,78735,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11937357,6105 CACTUS TRAIL UNIT A, STEEP,Austin,Texas,United States,2
16504 SUMMERY ST,New 2-story single-family residence covered entry porch and patio *VOLUME BUILDER*,2018-05-24,1,2,16504 SUMMERY ST,78653,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11951026,16504 SUMMERY STREET,NA,Austin,Texas,United States,2
6117 CHARIS CT,New single family residence with main level habitable basement  clerestory space 4 bedrooms 6.5 bathrooms attached garage and covered patio.,2018-05-14,1,2,6117 CHARIS CT,78735,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11941939,6117 CHARIS CT,NA,Austin,Texas,United States,2
2300 ENFIELD RD UNIT 305,Unit #305 New 3-story Condominium Residence with attached garage covered porch and patio.  *CONDOMINIUM RESIDENCE,2018-04-02,2,3,2300 ENFIELD RD UNIT 305,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11852917,2300 ENFIELD ROAD UNIT 305,NA,Austin,Texas,United States,2
5307 HARMON AVE,New 2 story SDU 2 bed/1.5 bath,2018-04-11,1,2,5307 HARMON AVE,78751,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11918809,5307 HARMON AVE,NA,Austin,Texas,United States,2
2300 ENFIELD RD UNIT 303,Unit #303 New 3-story Condominium Residence with attached garage covered porch and patio.  *CONDOMINIUM RESIDENCE,2018-04-02,2,3,2300 ENFIELD RD UNIT 303,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11852766,2300 ENFIELD ROAD UNIT 303,NA,Austin,Texas,United States,2
2300 ENFIELD RD UNIT 206,"Unit #206 New 3-story Duplex Condominium Residence with attached garages covered balconies. *DUPLEX CONDOMINIUM RESIDENCE*

3/30/26 SM - Per Marvin Lewis a Fire suppression system is not required for this unit per the site plan.",2018-04-02,2,3,2300 ENFIELD RD UNIT 206,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11852581,2300 ENFIELD ROAD UNIT 206,NA,Austin,Texas,United States,2
1303 E 3RD ST,New construction secondary apartment 1-story 1 bedroom 1 bath with deck landing.,2018-04-23,1,1,1303 E 3RD ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11930815,1303 EAST 3RD STREET,NA,Austin,Texas,United States,2
2300 ENFIELD RD UNIT 203,"Unit #203 New 3-story Duplex Condominium Residence with attached garages covered balconies. *DUPLEX CONDOMINIUM RESIDENCE*

3/30/26 SM - Per Marvin Lewis a Fire suppression system is not required for this unit per the site plan.",2018-04-02,2,3,2300 ENFIELD RD UNIT 203,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11852592,2300 ENFIELD ROAD UNIT 203,NA,Austin,Texas,United States,2
2300 ENFIELD RD UNIT 301,Unit# 301 New 3-story Condominium Residence with attached garage covered porch and patio.  *CONDOMINIUM RESIDENCE,2018-04-02,1,3,2300 ENFIELD RD UNIT 301,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11852751,2300 ENFIELD ROAD UNIT 301,NA,Austin,Texas,United States,2
2300 ENFIELD RD UNIT 207,"Unit #207 New 3-story Duplex Condominium Residence with attached garages covered balconies. *DUPLEX CONDOMINIUM RESIDENCE*

3/30/26 SM - Per Marvin Lewis a Fire suppression system is not required for this unit per the site plan.",2018-04-02,2,3,2300 ENFIELD RD UNIT 207,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11852593,2300 ENFIELD ROAD UNIT 207,NA,Austin,Texas,United States,2
213 VIRTUS BND,UNIT # 25 New 1-story Condominium Residence with attached garage covered porch.  *VOL BUILD PROJECT* *CONDOMINIUM RESIDENCE*,2018-04-11,1,2,213 VIRTUS BND,78748,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11923751,213 VIRTUS BND,NA,Austin,Texas,United States,2
2300 ENFIELD RD UNIT 204,Unit #204 New 3-story Duplex Condominium Residence with attached garages covered balconies. *DUPLEX CONDOMINIUM RESIDENCE*,2018-04-02,2,3,2300 ENFIELD RD UNIT 204,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11852952,2300 ENFIELD ROAD UNIT 204,NA,Austin,Texas,United States,2
2300 ENFIELD RD UNIT 304,Unit #304 New 3-story Condominium Residence with attached garage covered porch and patio.  *CONDOMINIUM RESIDENCE,2018-04-02,2,3,2300 ENFIELD RD UNIT 304,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11852767,2300 ENFIELD ROAD UNIT 304,NA,Austin,Texas,United States,2
2300 ENFIELD RD UNIT 205,"Unit #205 New 3-story Duplex Condominium Residence with attached garages covered balconies. *DUPLEX CONDOMINIUM RESIDENCE*

3/30/26 SM - Per Marvin Lewis a Fire suppression system is not required for this unit per the site plan.",2018-04-02,2,3,2300 ENFIELD RD UNIT 205,78703,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11852569,2300 ENFIELD ROAD UNIT 205,NA,Austin,Texas,United States,2
7610 PROVIDENCE AVE,Expedited Review: New 3/2.5 2 story res with attached carport,2018-03-01,1,2,7610 PROVIDENCE AVE,78752,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11876746,7610 PROVIDENCE AVE,NA,Austin,Texas,United States,2
3901 BROOKVIEW RD,New construction single family residential 2-story 4 bedroom 3.5 bath with attached 3 car garage covered front porch covered patio of master bedroom uncovered wood deck and covered rear patio/outdoor kitchen.,2019-11-26,1,2,3901 BROOKVIEW RD,78722,9,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12369843,3901 BROOKVIEW ROAD,NA,Austin,Texas,United States,2
5705 COOLBROOK DR,New 2-story 4 bedroom 2.5 bathroom single family residence w/ attached garage and covered porch.,2019-11-06,1,2,5705 COOLBROOK DR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=12353642,5705 COOLBROOK DRIVE,NA,Austin,Texas,United States,2
515 W CROSLIN ST,new construction of a two level residence,2018-02-21,1,2,515 W CROSLIN ST,78752,4,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=11729307,515 WEST CROSLIN STREET,NA,Austin,Texas,United States,2
