project_name,description,issued_date,housing_units,number_of_floors,original_address_1,original_zip,council_district,completed_date,link,clean_address,clean_address_2,city,state,country,gl_n_chunk_size_length_n,geocodio_latitude,geocodio_longitude,geocodio_accuracy_score,geocodio_accuracy_type,geocodio_address_line_1,geocodio_address_line_2,geocodio_address_line_3,geocodio_address_line_4,geocodio_house_number,geocodio_street,geocodio_unit_type,geocodio_unit_number,geocodio_city,geocodio_state_province,geocodio_nation,geocodio_county,geocodio_postal_code,geocodio_country,geocodio_building_name,geocodio_source,geocodio_stable_address_key,geocodio_match_type
9201 Brodie Ln Bldg 3,New Multi-Family Residential Triplex W/Attached Garages,2006-10-26,3,2,9201 BRODIE LN BLDG 3,78748,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=742116,9201 BRODIE LANE BLDG 3,NA,Austin,Texas,United States,2,30.192088,-97.841886,1,rooftop,9201 Brodie Ln,Bldg 3,"Austin, TX 78748",NA,9201,Brodie Ln,Bldg,3,Austin,TX,NA,Travis County,78748,US,NA,City of Austin (Public Domain),gcod_usnz2q663mpycuh9h43vkj4m957f6-luyz4lecrque4,building_centroid
5417 Rusk Ct,"New 2-Story Single Family Home W/ Att Garage & Covered Patio
**refer to pmt# 2007-120844 for new const.**",2006-09-28,1,2,5417 RUSK CT,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736443,5417 RUSK CT,NA,Austin,Texas,United States,2,30.292537,-97.667109,1,rooftop,5417 Rusk Ct,NA,"Austin, TX 78723",NA,5417,Rusk Ct,NA,NA,Austin,TX,NA,Travis County,78723,US,NA,City of Austin (Public Domain),gcod_usn847wauh3g4zdfrv7n9nz95x35h,building_centroid
5412 Rusk Ct,New 1-Story Single Family Home W/ Att Garage & Covered Patio,2006-09-28,1,1,5412 RUSK CT,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736268,5412 RUSK CT,NA,Austin,Texas,United States,2,30.292353,-97.667741,1,rooftop,5412 Rusk Ct,NA,"Austin, TX 78723",NA,5412,Rusk Ct,NA,NA,Austin,TX,NA,Travis County,78723,US,NA,City of Austin (Public Domain),gcod_usn847wauh3g4zdfzc5sdkktv3ag2,building_centroid
5408 AURORA DR,New Two Story Two Family Duplex With Att Gar CovRd & UncovRd Porches Patios And Balconies,2006-10-25,2,2,5408 AURORA DR,78756,7,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736643,5408 AURORA DRIVE,NA,Austin,Texas,United States,2,30.324647,-97.732166,1,rooftop,5408 Aurora Dr,NA,"Austin, TX 78756",NA,5408,Aurora Dr,NA,NA,Austin,TX,NA,Travis County,78756,US,NA,City of Austin (Public Domain),gcod_usn4qg5dryjucl92kldrgadwvtjfa,building_centroid
1305 Cometa St,Detached Carport With Electricity,2006-09-26,1,1,1305 COMETA ST,78721,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736425,1305 COMETA STREET,NA,Austin,Texas,United States,2,30.280011,-97.689665,1,rooftop,1305 Cometa St,NA,"Austin, TX 78721",NA,1305,Cometa St,NA,NA,Austin,TX,NA,Travis County,78721,US,NA,City of Austin (Public Domain),gcod_usnp5v6j9cm3uqaas826j53mxeyc4,building_centroid
6529 Quinton Dr,Cancel Permit**Smart Housing** New 2-Story Sf Res Attached Garage And Covered Porch.,2006-09-29,1,2,6529 QUINTON DR,78747,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737089,6529 QUINTON DRIVE,NA,Austin,Texas,United States,2,30.153149,-97.743119,1,rooftop,6529 Quinton Dr,NA,"Austin, TX 78747",NA,6529,Quinton Dr,NA,NA,Austin,TX,NA,Travis County,78747,US,NA,City of Austin (Public Domain),gcod_usn73l7rbcupcnwfg7bvs35rw9smc,building_centroid
15500 Echo Hills Dr,New 1 Story S.F. Residence W/Attached Garage CovD Patio & CovD Porch & UncovD Patio.,2006-09-29,1,1,15500 ECHO HILLS DR,78717,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734998,15500 ECHO HILLS DRIVE,NA,Austin,Texas,United States,2,30.50231,-97.766676,1,rooftop,15500 Echo Hills Dr,NA,"Austin, TX 78717",NA,15500,Echo Hills Dr,NA,NA,Austin,TX,NA,Williamson County,78717,US,NA,City of Round Rock,gcod_usnvmaka7qlv6422d94nb7fbmxkp8,building_centroid
2114 Holly St,New Detached Garage W/Above Secondary Apartment,2006-09-26,1,2,60 ROBERT T MARTINEZ JR ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737021,60 ROBERT T MARTINEZ JR STREET,NA,Austin,Texas,United States,2,30.252426,-97.722444,1,rooftop,60 Robert T Martinez Jr St,NA,"Austin, TX 78702",NA,60,Robert T Martinez Jr St,NA,NA,Austin,TX,NA,Travis County,78702,US,NA,Statewide (CC 0 Texas Natural Resources Information System),gcod_usnlgt6zxn8jzqh32v8tawlg62quf,NA
1102 Walton Ln,New Single Story Sf Res W/ Attached Garage Wood Deck Breezeway & CovD Porch.,2006-09-28,1,1,1102 WALTON LN,78721,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737042,1102 WALTON LANE,NA,Austin,Texas,United States,2,30.257911,-97.688813,1,rooftop,1102 Walton Ln,NA,"Austin, TX 78721",NA,1102,Walton Ln,NA,NA,Austin,TX,NA,Travis County,78721,US,NA,City of Austin (Public Domain),gcod_usnfn97rdmlczkxhxqdh92h433y6a,building_centroid
5409 Rusk Ct,New Two-Story Sf Res W/Attached Garage And Covered Porch.  **Smart Housing**,2006-09-29,1,2,5409 RUSK CT,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=738153,5409 RUSK CT,NA,Austin,Texas,United States,2,30.292205,-97.667277,1,rooftop,5409 Rusk Ct,NA,"Austin, TX 78723",NA,5409,Rusk Ct,NA,NA,Austin,TX,NA,Travis County,78723,US,NA,City of Austin (Public Domain),gcod_usn847wauh3g4zdfqbvqgz7dkb7tg,building_centroid
10500 Avery Club Dr Bldg 7,New Two-Story Sf Res W/Attached Garage Covered Porches And Patios.,2006-09-22,1,2,10500 AVERY CLUB DR BLDG 7,78717,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=750372,10500 AVERY CLUB DRIVE BLDG 7,NA,Austin,Texas,United States,2,30.502854,-97.772024,1,rooftop,10500 Avery Club Dr,Unit 7,"Austin, TX 78717",NA,10500,Avery Club Dr,Unit,7,Austin,TX,NA,Williamson County,78717,US,NA,City of Round Rock,gcod_usnqphmum8nxqq23awbkm5d5fx5sd-8vyr94lbmgsjd,unit
7417 Cayenne Ln,**Smart Housing** New 1-Story Sf Res W/Attached Garage Covered Porch.,2006-09-27,1,1,7417 CAYENNE LN,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736997,7417 CAYENNE LANE,NA,Austin,Texas,United States,2,30.222147,-97.693001,1,rooftop,7417 Cayenne Ln,NA,"Austin, TX 78741",NA,7417,Cayenne Ln,NA,NA,Austin,TX,NA,Travis County,78741,US,NA,City of Austin (Public Domain),gcod_usnt5uumlh3b4ss3yqfeplljlqnxe,building_centroid
5804 Nijmegen Dr,***ref permit#2009-034191**New Two Story Sf Res W/Attached Garage & CovD Porch.  ** Smart Housing**,2006-09-25,1,2,5804 NIJMEGEN DR,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737492,5804 NIJMEGEN DRIVE,NA,Austin,Texas,United States,2,30.168883,-97.618712,1,rooftop,5804 Nijmegen Dr,NA,"Del Valle, TX 78617",NA,5804,Nijmegen Dr,NA,NA,Del Valle,TX,NA,Travis County,78617,US,NA,City of Austin (Public Domain),gcod_usns85waz67mlkgd7xgznr7uzfrx6,building_centroid
5416 Rusk Ct,New 1-Story Single Family Home W/ Att Garage & Covered Patio & Uncovered Porch,2006-09-27,1,1,5416 RUSK CT,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736444,5416 RUSK CT,NA,Austin,Texas,United States,2,30.292465,-97.667717,1,rooftop,5416 Rusk Ct,NA,"Austin, TX 78723",NA,5416,Rusk Ct,NA,NA,Austin,TX,NA,Travis County,78723,US,NA,City of Austin (Public Domain),gcod_usn847wauh3g4zdfxwqv8fv4hb3qf,building_centroid
12524 Sky Harbor Dr,New 1 Story Sf Res. Att Garage Covd Patio Covd Porch. **Smart Housing**,2006-09-22,1,1,12524 SKY HARBOR DR,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737001,12524 SKY HARBOR DRIVE,NA,Austin,Texas,United States,2,30.168329,-97.627051,1,rooftop,12524 Sky Harbor Dr,NA,"Del Valle, TX 78617",NA,12524,Sky Harbor Dr,NA,NA,Del Valle,TX,NA,Travis County,78617,US,NA,City of Austin (Public Domain),gcod_usnvh8fr3q4394wc5ch3jp8da6fmc,building_centroid
5405 Rusk Ct,New 1-Story Single Family Home W/ Att Garage & Covered Patio & Uncovered Porch,2006-09-28,1,1,5405 RUSK CT,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=762937,5405 RUSK CT,NA,Austin,Texas,United States,2,30.292059,-97.667291,1,rooftop,5405 Rusk Ct,NA,"Austin, TX 78723",NA,5405,Rusk Ct,NA,NA,Austin,TX,NA,Travis County,78723,US,NA,City of Austin (Public Domain),gcod_usn847wauh3g4zdfnrgufaevfjde9,building_centroid
9201 Laguna Woods Dr,New Two Story Sf Res W/ Attached Garage Cov;D Patio & CovD Porch,2006-10-18,1,2,9201 LAGUNA WOODS DR,78717,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737714,9201 LAGUNA WOODS DRIVE,NA,Austin,Texas,United States,2,30.492183,-97.764837,1,rooftop,9201 Laguna Woods Dr,NA,"Austin, TX 78717",NA,9201,Laguna Woods Dr,NA,NA,Austin,TX,NA,Williamson County,78717,US,NA,City of Round Rock,gcod_usn67cfz9cuku722zmjlbgyb4kfnf,building_centroid
5609 Agatha Cir,New Two Story Sf Res W/ Attached Garage Breezeway & CovD Porch. **Smart Housing**,2006-10-09,1,2,5609 AGATHA CIR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=738155,5609 AGATHA CIR,NA,Austin,Texas,United States,2,30.286255,-97.644614,1,rooftop,5609 Agatha Cir,NA,"Austin, TX 78724",NA,5609,Agatha Cir,NA,NA,Austin,TX,NA,Travis County,78724,US,NA,City of Austin (Public Domain),gcod_usn9b6e59mkxc472re7nmfpa2u6fe,building_centroid
5436 Agatha Cir,Two Story Sf Res W/ Attached Garage & Storage Saddle **Smart Housing** **Pipeline Restricted**,2006-10-11,1,2,5436 AGATHA CIR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734856,5436 AGATHA CIR,NA,Austin,Texas,United States,2,30.285601,-97.647534,1,rooftop,5436 Agatha Cir,NA,"Austin, TX 78724",NA,5436,Agatha Cir,NA,NA,Austin,TX,NA,Travis County,78724,US,NA,City of Austin (Public Domain),gcod_usn9b6e59mkxc472ugknnysakbh7a,building_centroid
513 EL PASO ST,New Two Story Sf Res With Attached Carport Ground Floor Storage And Covered Entry,2006-10-05,1,2,513 EL PASO ST,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736649,513 EL PASO STREET,NA,Austin,Texas,United States,2,30.236194,-97.762452,1,rooftop,513 El Paso St,NA,"Austin, TX 78704",NA,513,El Paso St,NA,NA,Austin,TX,NA,Travis County,78704,US,NA,City of Austin (Public Domain),gcod_usnsmrpu8husfpw9lxulp2y7bn6f4,building_centroid
7112 Thannas Way,New 2 Story Sf Residence W/Attached Storage; Covered Porch And Uncovered Patio ** Smart Housing **,2006-10-04,1,2,7112 THANNAS WAY,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737102,7112 THANNAS WAY,NA,Austin,Texas,United States,2,30.177905,-97.757448,1,rooftop,7112 Thannas Way,NA,"Austin, TX 78744",NA,7112,Thannas Way,NA,NA,Austin,TX,NA,Travis County,78744,US,NA,City of Austin (Public Domain),gcod_usns5e4rqxrdd7b6dmapj4grlvflb,building_centroid
7107 Thannas Way,New 2 Story Sf Res. Att Storage Covd Porch Brick Ledge. **Smart Housing**,2006-10-05,1,2,7107 THANNAS WAY,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737998,7107 THANNAS WAY,NA,Austin,Texas,United States,2,30.177387,-97.757295,1,rooftop,7107 Thannas Way,NA,"Austin, TX 78744",NA,7107,Thannas Way,NA,NA,Austin,TX,NA,Travis County,78744,US,NA,City of Austin (Public Domain),gcod_usns5e4rqxrdd7b6wclwmvwu6hy53,building_centroid
8009 LONG CANYON DR,**ref permit#2011-115873**New Detached One Storystudio ( 1 Bathroom 5/8 Meter),2006-10-24,1,1,8009 LONG CANYON DR,78730,10,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=738769,8009 LONG CANYON DRIVE,NA,Austin,Texas,United States,2,30.373869,-97.80833,1,rooftop,8009 Long Canyon Dr,NA,"Austin, TX 78730",NA,8009,Long Canyon Dr,NA,NA,Austin,TX,NA,Travis County,78730,US,NA,City of Austin (Public Domain),gcod_usn4fw3grqy2h5mcs3kcf87c36tuf,building_centroid
5620 Alomar Cv,New Two Story Sf Res W/Attached Garage W/Covd Porch & Uncovd Patio - Smart Housing,2006-10-10,1,2,5620 ALOMAR CV,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737519,5620 ALOMAR CV,NA,Austin,Texas,United States,2,30.170851,-97.618583,1,rooftop,5620 Alomar Cv,NA,"Del Valle, TX 78617",NA,5620,Alomar Cv,NA,NA,Del Valle,TX,NA,Travis County,78617,US,NA,City of Austin (Public Domain),gcod_usnhw9ygch5q66c2tqapueuebcr44,building_centroid
12504 Sky Harbor Dr,New One Story Sf Res W/Attached Garage W/Covd Patio & Porch - Smart Housing,2006-10-24,1,1,12504 SKY HARBOR DR,78617,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=739234,12504 SKY HARBOR DRIVE,NA,Austin,Texas,United States,2,30.168632,-97.627666,1,rooftop,12504 Sky Harbor Dr,NA,"Del Valle, TX 78617",NA,12504,Sky Harbor Dr,NA,NA,Del Valle,TX,NA,Travis County,78617,US,NA,City of Austin (Public Domain),gcod_usnvh8fr3q4394wcjmtg6qmdedm2b,building_centroid
7015 Thannas Way,New 2 Story Sf Res. Att Garage Covd Porch Brick Ledge. **Smart Housing**,2006-10-05,1,2,7015 THANNAS WAY,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737988,7015 THANNAS WAY,NA,Austin,Texas,United States,2,30.177495,-97.756383,1,rooftop,7015 Thannas Way,NA,"Austin, TX 78744",NA,7015,Thannas Way,NA,NA,Austin,TX,NA,Travis County,78744,US,NA,City of Austin (Public Domain),gcod_usns5e4rqxrdd7b6tun76nrb4m6y3,building_centroid
7101 Thannas Way,New 2 Story Sf Res. Att Storage Covd Porch. **Smart Housing**,2006-10-05,1,2,7101 THANNAS WAY,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737997,7101 THANNAS WAY,NA,Austin,Texas,United States,2,30.177265,-97.756964,1,rooftop,7101 Thannas Way,NA,"Austin, TX 78744",NA,7101,Thannas Way,NA,NA,Austin,TX,NA,Travis County,78744,US,NA,City of Austin (Public Domain),gcod_usns5e4rqxrdd7b68y3ssn2ubkkb4,building_centroid
3915 Valley View Rd,New 2-Story Duplex Covered Porches And Patios Attached Carports,2006-10-09,2,2,3915 VALLEY VIEW RD,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=738140,3915 VALLEY VIEW ROAD,NA,Austin,Texas,United States,2,30.232448,-97.783347,1,rooftop,3915 Valley View Rd,NA,"Austin, TX 78704",NA,3915,Valley View Rd,NA,NA,Austin,TX,NA,Travis County,78704,US,NA,City of Austin (Public Domain),gcod_usn95tdz956etu7ereq84dz88yuf8,building_centroid
12313 Aralia Ridge Dr,New 1 Story Sf Residence W/Attached Garage; Covered Patio And Porch **Stratus Bank** Bldg Fees Only Waived - Not Trades *,2006-09-28,1,1,12313 ARALIA RIDGE DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737039,12313 ARALIA RIDGE DRIVE,NA,Austin,Texas,United States,2,30.183205,-97.918499,1,rooftop,12313 Aralia Ridge Dr,NA,"Austin, TX 78739",NA,12313,Aralia Ridge Dr,NA,NA,Austin,TX,NA,Travis County,78739,US,NA,City of Austin (Public Domain),gcod_usndnls2vkvuatn48vvvad9c4zl4d,building_centroid
12021 Pepperidge Dr,New Two Storysf Res W/ Attached Garage & CovD Porch Media Rm. **Stratus Bank Bldg Waived Not Trades**.,2006-09-26,1,2,12021 PEPPERIDGE DR,78739,8,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=752092,12021 PEPPERIDGE DRIVE,NA,Austin,Texas,United States,2,30.187658,-97.922972,1,rooftop,12021 Pepperidge Dr,NA,"Austin, TX 78739",NA,12021,Pepperidge Dr,NA,NA,Austin,TX,NA,Travis County,78739,US,NA,City of Austin (Public Domain),gcod_usnf3v2kvfs7x6lc2l79bv2f4pj7c,building_centroid
5421 Rusk Ct,New 2-Story Single Family Home W/ Att Garage,2006-09-28,1,2,5421 RUSK CT,78723,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736270,5421 RUSK CT,NA,Austin,Texas,United States,2,30.292617,-97.667226,1,rooftop,5421 Rusk Ct,NA,"Austin, TX 78723",NA,5421,Rusk Ct,NA,NA,Austin,TX,NA,Travis County,78723,US,NA,City of Austin (Public Domain),gcod_usn847wauh3g4zdfg8szkcl8qbfgh,building_centroid
2018 Bergman Ave,"New One Story Res W/Att Covered Porch (Urban Home) ( 2 Bathrooms 5/8 Meter) ( S.Ma.R.T Housing) (Demolition#06008424)




0",2006-10-02,1,1,2018 JESSE E SEGOVIA ST,78702,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736178,2018 JESSE EAST SEGOVIA STREET,NA,Austin,Texas,United States,2,30.339627,-97.554235,0.62,street_center,Jesse St,NA,"Manor, TX 78653",NA,NA,Jesse St,NA,NA,Manor,TX,NA,Travis County,78653,US,NA,TIGER/Line® from the US Census Bureau,gcod_ussqq5ludylfay42,NA
5644 Liberton Ln,New 1-Story Sf Res Attached Garage Covered Porch And Patio.,2006-09-27,1,1,5644 LIBERTON LN,78754,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=744736,5644 LIBERTON LANE,NA,Austin,Texas,United States,2,30.372555,-97.61291,1,rooftop,5644 Liberton Ln,NA,"Austin, TX 78754",NA,5644,Liberton Ln,NA,NA,Austin,TX,NA,Travis County,78754,US,NA,City of Austin (Public Domain),gcod_usnnymfuj6dvpsegfc97sa67usnv2,building_centroid
7113 Thannas Way,New 2 Story Sf Residence W/Attached Storage; Covered Porch And Uncovered Patio. ** Smart Housing *,2006-10-04,1,2,7113 THANNAS WAY,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=753687,7113 THANNAS WAY,NA,Austin,Texas,United States,2,30.177512,-97.757652,1,rooftop,7113 Thannas Way,NA,"Austin, TX 78744",NA,7113,Thannas Way,NA,NA,Austin,TX,NA,Travis County,78744,US,NA,City of Austin (Public Domain),gcod_usns5e4rqxrdd7b62aaf4sr499sqd,building_centroid
5504 Agatha Cir,New 3 Story Sf Res. Covd Porch Roof Terrace. **Smart Housing**  **Pipeline Restricted**,2006-10-11,1,3,5504 AGATHA CIR,78724,1,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734824,5504 AGATHA CIR,NA,Austin,Texas,United States,2,30.286059,-97.646551,1,rooftop,5504 Agatha Cir,NA,"Austin, TX 78724",NA,5504,Agatha Cir,NA,NA,Austin,TX,NA,Travis County,78724,US,NA,City of Austin (Public Domain),gcod_usn9b6e59mkxc472uytj72ur2m7gc,building_centroid
7104 Thannas Way,New 2 Story Sf Res. Att Storage Covd Porch Brick Ledge. **Smart Housing**,2006-10-05,1,2,7104 THANNAS WAY,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737100,7104 THANNAS WAY,NA,Austin,Texas,United States,2,30.177674,-97.757013,1,rooftop,7104 Thannas Way,NA,"Austin, TX 78744",NA,7104,Thannas Way,NA,NA,Austin,TX,NA,Travis County,78744,US,NA,City of Austin (Public Domain),gcod_usns5e4rqxrdd7b6hksy6k6wp2m3c,building_centroid
1132 Brookswood Ave,New Manufactured Home W/Steps ( 2 Bathrooms 5/8 Meter),2006-10-02,1,1,1132 BROOKSWOOD AVE,78721,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=734176,1132 BROOKSWOOD AVE,NA,Austin,Texas,United States,2,30.266,-97.689094,1,rooftop,1132 Brookswood Ave,NA,"Austin, TX 78721",NA,1132,Brookswood Ave,NA,NA,Austin,TX,NA,Travis County,78721,US,NA,City of Austin (Public Domain),gcod_usn2vmmtfn8g3hl8cqffen8sp8rvd,building_centroid
511 EL PASO ST,New Two Story Sf Res With Attached Garage & CovRd Porch And Ground Floor Storage,2006-10-05,1,2,511 EL PASO ST,78704,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736493,511 EL PASO STREET,NA,Austin,Texas,United States,2,30.236136,-97.762298,1,rooftop,511 El Paso St,NA,"Austin, TX 78704",NA,511,El Paso St,NA,NA,Austin,TX,NA,Travis County,78704,US,NA,City of Austin (Public Domain),gcod_usnsmrpu8husfpw97kks86zmgb6cf,building_centroid
10500 Avery Club Dr Bldg 9,New Two-Story Sf Res W/Attached Garage Covered Porches And Patios.,2006-09-29,1,2,10500 AVERY CLUB DR BLDG 9,78717,6,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736796,10500 AVERY CLUB DRIVE BLDG 9,NA,Austin,Texas,United States,2,30.502734,-97.772255,1,rooftop,10500 Avery Club Dr,Unit 9,"Austin, TX 78717",NA,10500,Avery Club Dr,Unit,9,Austin,TX,NA,Williamson County,78717,US,NA,City of Round Rock,gcod_usnqphmum8nxqq23awbkm5d5fx5sd-yfqqtgynyayb9,unit
7517 Cayenne Ln,**Smart Housing** New 2-Story Sf Res W/Attached Garage Covered Porches And Patios.,2006-09-21,1,2,7517 CAYENNE LN,78741,3,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=736919,7517 CAYENNE LANE,NA,Austin,Texas,United States,2,30.222976,-97.692103,1,rooftop,7517 Cayenne Ln,NA,"Austin, TX 78741",NA,7517,Cayenne Ln,NA,NA,Austin,TX,NA,Travis County,78741,US,NA,City of Austin (Public Domain),gcod_usnt5uumlh3b4ss3xlegjmxwt2343,building_centroid
3913 Valley View Rd,New 2-Story Duplex Housing Unit Covered Porches And Patios Attached Carports,2006-10-09,2,2,3913 VALLEY VIEW RD,78704,5,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=750368,3913 VALLEY VIEW ROAD,NA,Austin,Texas,United States,2,30.232604,-97.783236,1,rooftop,3913 Valley View Rd,NA,"Austin, TX 78704",NA,3913,Valley View Rd,NA,NA,Austin,TX,NA,Travis County,78704,US,NA,City of Austin (Public Domain),gcod_usn95tdz956etu7e8xuxszqjubqk9,building_centroid
7109 Thannas Way,New 2 Story Sf Residence W/Attached Storage; Covered Porch And Uncovered Patio * Smart Housing *,2006-10-05,1,2,7109 THANNAS WAY,78744,2,NA,https://abc.austintexas.gov/web/permit/public-search-other?t_detail=1&t_selected_folderrsn=737095,7109 THANNAS WAY,NA,Austin,Texas,United States,2,30.177441,-97.757418,1,rooftop,7109 Thannas Way,NA,"Austin, TX 78744",NA,7109,Thannas Way,NA,NA,Austin,TX,NA,Travis County,78744,US,NA,City of Austin (Public Domain),gcod_usns5e4rqxrdd7b68ps4yyk26l34a,building_centroid
